TranDate,Sum of Amount
30/04/2022,1.5
30/04/2022,236.27
30/04/2022,403.48
30/04/2022,8.75
30/04/2022,52.44
30/04/2022,86.11
30/04/2022,4.16
30/04/2022,19.34
30/04/2022,"3,581.04"
30/04/2022,52.63
30/04/2022,123.29
30/04/2022,31.59
30/04/2022,79.85
30/04/2022,512.14
30/04/2022,70.16
30/04/2022,15.82
30/04/2022,716.24
30/04/2022,4.14
30/04/2022,164.28
30/04/2022,17.92
30/04/2022,452.39
30/04/2022,66.05
30/04/2022,27.61
30/04/2022,63.18
30/04/2022,15.35
,
01/05/2022,58.14
01/05/2022,318.85
01/05/2022,93.57
01/05/2022,136.54
01/05/2022,60.18
01/05/2022,48.6
01/05/2022,27.89
01/05/2022,290.72
01/05/2022,58.29
01/05/2022,54
01/05/2022,40.9
01/05/2022,379.68
01/05/2022,12.5
01/05/2022,93.78
01/05/2022,2.32
01/05/2022,496.32
01/05/2022,169.51
01/05/2022,3.47
01/05/2022,0.31
01/05/2022,40.27
01/05/2022,36.92
01/05/2022,118.15
01/05/2022,162.69
01/05/2022,21.33
01/05/2022,0.3
01/05/2022,227.76
01/05/2022,592.2
01/05/2022,16.17
01/05/2022,475.43
01/05/2022,25.56
01/05/2022,227.75
01/05/2022,16.27
01/05/2022,269.41
01/05/2022,48.45
01/05/2022,205.41
01/05/2022,76.34
01/05/2022,396.93
01/05/2022,64.73
01/05/2022,155.39
01/05/2022,121.54
01/05/2022,58.72
01/05/2022,1.35
01/05/2022,41.76
01/05/2022,32.58
01/05/2022,5.59
01/05/2022,39.31
01/05/2022,6.15
01/05/2022,1.38
01/05/2022,32.4
01/05/2022,323.29
01/05/2022,10.76
01/05/2022,2.56
01/05/2022,69.37
01/05/2022,273.13
01/05/2022,87.6
01/05/2022,8.16
02/05/2022,58.25
02/05/2022,"1,055.35"
02/05/2022,22.2
02/05/2022,726.18
02/05/2022,66.75
02/05/2022,217.4
02/05/2022,140.1
02/05/2022,9.2
02/05/2022,19.31
02/05/2022,23.28
02/05/2022,67.3
02/05/2022,581.31
02/05/2022,9.41
02/05/2022,66.82
02/05/2022,51.83
02/05/2022,36.34
02/05/2022,359.22
02/05/2022,9.24
02/05/2022,135.09
02/05/2022,"1,966.06"
02/05/2022,1.33
02/05/2022,214.49
02/05/2022,173.37
02/05/2022,13.84
02/05/2022,149.73
02/05/2022,545.78
02/05/2022,1.62
02/05/2022,1.6
02/05/2022,303.74
02/05/2022,1.5
02/05/2022,121.32
02/05/2022,6.66
02/05/2022,483.64
02/05/2022,80.4
02/05/2022,127.14
02/05/2022,3.9
02/05/2022,8.52
02/05/2022,4.19
02/05/2022,123.93
02/05/2022,6.46
02/05/2022,73.55
02/05/2022,27.09
02/05/2022,275.93
02/05/2022,834.38
02/05/2022,7.75
02/05/2022,149.42
02/05/2022,296.65
02/05/2022,31.96
02/05/2022,79.83
02/05/2022,202.58
02/05/2022,367.83
02/05/2022,56.14
02/05/2022,21.91
02/05/2022,259.07
02/05/2022,59.31
02/05/2022,49.66
03/05/2022,6.9
03/05/2022,403.97
03/05/2022,375.37
03/05/2022,4.13
03/05/2022,90.7
03/05/2022,0.41
03/05/2022,176.07
03/05/2022,15.39
03/05/2022,960.46
03/05/2022,7.5
03/05/2022,130.15
03/05/2022,3.7
03/05/2022,1.44
03/05/2022,93.8
03/05/2022,2.03
03/05/2022,26.14
03/05/2022,2.52
03/05/2022,125.21
03/05/2022,192.57
03/05/2022,166.5
03/05/2022,63.16
03/05/2022,633.9
03/05/2022,0.42
03/05/2022,674.44
03/05/2022,61.49
03/05/2022,38.28
03/05/2022,408.37
03/05/2022,245.6
03/05/2022,"1,413.45"
03/05/2022,1.65
03/05/2022,6.77
03/05/2022,163.05
03/05/2022,432.21
03/05/2022,93.26
03/05/2022,189.84
03/05/2022,19.14
03/05/2022,444.06
03/05/2022,3.38
03/05/2022,482.62
03/05/2022,37.48
03/05/2022,3.6
03/05/2022,22.29
03/05/2022,452.68
03/05/2022,69.95
03/05/2022,1.86
03/05/2022,150.25
03/05/2022,925.82
03/05/2022,1.86
03/05/2022,77.2
03/05/2022,"1,317.75"
03/05/2022,63.25
03/05/2022,22.44
03/05/2022,9.54
03/05/2022,1.47
04/05/2022,632.42
04/05/2022,11.56
04/05/2022,59.46
04/05/2022,129.31
04/05/2022,11.51
04/05/2022,1.62
04/05/2022,93.96
04/05/2022,357.24
04/05/2022,350.24
04/05/2022,24.55
04/05/2022,2
04/05/2022,46.46
04/05/2022,22.83
04/05/2022,74.37
04/05/2022,96.49
04/05/2022,188.21
04/05/2022,165.62
04/05/2022,144.63
04/05/2022,27.18
04/05/2022,827.72
04/05/2022,404.12
04/05/2022,72.81
04/05/2022,53.61
04/05/2022,157.24
04/05/2022,281.24
04/05/2022,22.29
04/05/2022,27.84
04/05/2022,731.09
04/05/2022,5.28
04/05/2022,23.31
04/05/2022,146.19
04/05/2022,411.3
04/05/2022,48.54
04/05/2022,"1,289.87"
04/05/2022,225.95
04/05/2022,541.44
04/05/2022,1.22
04/05/2022,34.14
04/05/2022,"3,109.38"
04/05/2022,98.61
04/05/2022,331.11
04/05/2022,32.39
04/05/2022,83.44
04/05/2022,8.64
04/05/2022,161.4
04/05/2022,5.4
04/05/2022,53
04/05/2022,58.25
04/05/2022,282.84
04/05/2022,130.15
04/05/2022,624.83
04/05/2022,33.08
04/05/2022,"1,233.63"
04/05/2022,52.95
05/05/2022,18.58
05/05/2022,64.06
05/05/2022,38.6
05/05/2022,5.9
05/05/2022,46.4
05/05/2022,296.35
05/05/2022,66.19
05/05/2022,"1,130.33"
05/05/2022,"1,009.33"
05/05/2022,235.52
05/05/2022,13.22
05/05/2022,371.24
05/05/2022,72.31
05/05/2022,199.38
05/05/2022,20
05/05/2022,72.49
05/05/2022,250.94
05/05/2022,377.24
05/05/2022,50.12
05/05/2022,211.94
05/05/2022,201.13
05/05/2022,32.37
05/05/2022,17.03
05/05/2022,18.36
05/05/2022,183.73
05/05/2022,1.7
05/05/2022,40.09
05/05/2022,186.12
05/05/2022,847.74
05/05/2022,72
05/05/2022,36.33
05/05/2022,5.37
05/05/2022,26.78
05/05/2022,12.27
05/05/2022,16.74
05/05/2022,124.41
05/05/2022,"2,039.57"
05/05/2022,242.71
05/05/2022,232.79
05/05/2022,189.21
05/05/2022,286.93
05/05/2022,57.66
05/05/2022,170.81
05/05/2022,662.18
05/05/2022,1.79
05/05/2022,10.49
05/05/2022,38.28
05/05/2022,66.74
05/05/2022,564
05/05/2022,24.77
05/05/2022,6.56
05/05/2022,28.32
05/05/2022,308.33
05/05/2022,13.47
06/05/2022,203.81
06/05/2022,231.38
06/05/2022,88.99
06/05/2022,128.18
06/05/2022,24.28
06/05/2022,16.84
06/05/2022,73.42
06/05/2022,104.87
06/05/2022,3.69
06/05/2022,717.36
06/05/2022,337.02
06/05/2022,38.61
06/05/2022,30.44
06/05/2022,2.84
06/05/2022,21.91
06/05/2022,141.43
06/05/2022,187.13
06/05/2022,474.31
06/05/2022,188
06/05/2022,140.34
06/05/2022,8.32
06/05/2022,23.22
06/05/2022,109.24
06/05/2022,34.08
06/05/2022,5.12
06/05/2022,186.23
06/05/2022,72.67
06/05/2022,12.01
06/05/2022,60
06/05/2022,278.15
06/05/2022,38.6
06/05/2022,107.76
06/05/2022,364.49
06/05/2022,36.08
06/05/2022,30.07
06/05/2022,415.19
06/05/2022,22.77
06/05/2022,7.07
06/05/2022,49.85
06/05/2022,37.42
06/05/2022,187.05
06/05/2022,58.25
06/05/2022,212.75
06/05/2022,52.2
06/05/2022,29.8
06/05/2022,22.15
06/05/2022,342.34
06/05/2022,"2,465.47"
06/05/2022,103.51
06/05/2022,4.41
06/05/2022,234.58
06/05/2022,1.38
06/05/2022,169.2
06/05/2022,339.51
07/05/2022,938.92
07/05/2022,26.78
07/05/2022,56.8
07/05/2022,"1,226.25"
07/05/2022,49.66
07/05/2022,70.18
07/05/2022,131.33
07/05/2022,501.28
07/05/2022,593.99
07/05/2022,8.35
07/05/2022,"1,011.65"
07/05/2022,4.11
07/05/2022,735.75
07/05/2022,"2,167.38"
07/05/2022,57.18
07/05/2022,674.99
07/05/2022,48.25
07/05/2022,3.78
07/05/2022,26.92
07/05/2022,888.11
07/05/2022,597.8
07/05/2022,24.35
07/05/2022,73.42
07/05/2022,137.7
07/05/2022,233.63
07/05/2022,662.18
07/05/2022,8.2
07/05/2022,4.96
07/05/2022,395.26
07/05/2022,7.5
07/05/2022,"3,300.01"
07/05/2022,6
07/05/2022,226.02
07/05/2022,23.76
07/05/2022,157.58
07/05/2022,431.19
07/05/2022,539.99
07/05/2022,29
07/05/2022,587.29
07/05/2022,238.61
07/05/2022,27.56
07/05/2022,31.06
07/05/2022,36.75
07/05/2022,396.93
07/05/2022,59.82
07/05/2022,4.24
07/05/2022,223.48
07/05/2022,1.66
07/05/2022,19.6
07/05/2022,755.48
07/05/2022,258.65
07/05/2022,18.26
07/05/2022,"1,757.00"
07/05/2022,53.92
07/05/2022,5.5
07/05/2022,1.6
07/05/2022,431.19
07/05/2022,40.35
07/05/2022,249.4
07/05/2022,40.37
07/05/2022,165.64
07/05/2022,51.04
07/05/2022,4.13
07/05/2022,70.47
07/05/2022,189.65
07/05/2022,40.61
07/05/2022,111.28
07/05/2022,151.82
07/05/2022,46.51
07/05/2022,88.03
07/05/2022,106.44
07/05/2022,38.05
07/05/2022,362.34
07/05/2022,107.59
07/05/2022,246.96
07/05/2022,5.76
07/05/2022,0.4
07/05/2022,16.24
07/05/2022,436.62
07/05/2022,295
07/05/2022,25.74
07/05/2022,342.41
07/05/2022,135.53
07/05/2022,48.72
07/05/2022,38.87
07/05/2022,268.36
07/05/2022,64.33
07/05/2022,563.55
07/05/2022,1.51
07/05/2022,592.49
07/05/2022,1.65
07/05/2022,210.23
07/05/2022,32.21
07/05/2022,85.42
07/05/2022,3.86
07/05/2022,173.57
07/05/2022,14.18
07/05/2022,"1,007.30"
07/05/2022,49.85
07/05/2022,576.28
07/05/2022,87.72
07/05/2022,74.86
07/05/2022,192.71
07/05/2022,1.11
07/05/2022,107.76
07/05/2022,44.17
07/05/2022,"1,158.81"
07/05/2022,488.8
07/05/2022,28.07
07/05/2022,406.08
07/05/2022,83.43
07/05/2022,100.15
07/05/2022,212.13
07/05/2022,"2,358.87"
07/05/2022,2.89
07/05/2022,26.58
07/05/2022,80
07/05/2022,140.33
07/05/2022,556.86
07/05/2022,47.66
07/05/2022,660.16
07/05/2022,133.5
07/05/2022,128.04
07/05/2022,974.78
07/05/2022,"1,416.32"
07/05/2022,9.44
07/05/2022,301.26
07/05/2022,122.33
07/05/2022,52.99
07/05/2022,477.08
07/05/2022,64.06
07/05/2022,205.41
07/05/2022,26.83
07/05/2022,388.07
07/05/2022,44.1
07/05/2022,90.72
07/05/2022,"2,883.06"
07/05/2022,51.24
07/05/2022,919.69
07/05/2022,7.2
07/05/2022,0.33
07/05/2022,22
07/05/2022,9.78
07/05/2022,395.14
07/05/2022,63.54
07/05/2022,2.32
07/05/2022,220.77
07/05/2022,47.51
07/05/2022,295.19
07/05/2022,493.14
07/05/2022,230.81
07/05/2022,336.28
07/05/2022,43.71
07/05/2022,303.68
07/05/2022,113.34
07/05/2022,94.85
07/05/2022,70.47
07/05/2022,82.6
07/05/2022,387.63
07/05/2022,51.48
07/05/2022,77.18
07/05/2022,6.5
07/05/2022,13.31
07/05/2022,339.51
07/05/2022,10.67
07/05/2022,5.33
07/05/2022,79.09
07/05/2022,237.05
07/05/2022,9.47
07/05/2022,145.46
07/05/2022,65.78
07/05/2022,52.87
07/05/2022,147.47
07/05/2022,303.74
07/05/2022,22.97
07/05/2022,88.9
07/05/2022,27.39
07/05/2022,8.44
07/05/2022,11
07/05/2022,280.3
07/05/2022,172.35
07/05/2022,628.63
07/05/2022,493.9
07/05/2022,418.5
07/05/2022,298.93
07/05/2022,496.16
07/05/2022,43.34
07/05/2022,38.67
07/05/2022,116.75
07/05/2022,229.64
07/05/2022,797.06
07/05/2022,204.97
07/05/2022,760.6
07/05/2022,"1,932.70"
07/05/2022,31.19
07/05/2022,756.36
08/05/2022,31.4
08/05/2022,189.21
08/05/2022,4.06
08/05/2022,704.19
08/05/2022,90.89
08/05/2022,9.62
08/05/2022,95.6
08/05/2022,221.53
08/05/2022,7.53
08/05/2022,9.6
08/05/2022,148.54
08/05/2022,"4,265.96"
08/05/2022,5.72
08/05/2022,23.96
08/05/2022,"2,505.36"
08/05/2022,183.64
08/05/2022,4
08/05/2022,3.69
08/05/2022,12.8
08/05/2022,63.59
08/05/2022,71.48
08/05/2022,518.65
08/05/2022,3.02
08/05/2022,"1,219.08"
08/05/2022,0.26
08/05/2022,553.58
08/05/2022,207.12
08/05/2022,71.2
08/05/2022,8.8
08/05/2022,207.03
08/05/2022,84.08
08/05/2022,4.51
08/05/2022,7.67
08/05/2022,37.39
08/05/2022,0.46
08/05/2022,24.35
08/05/2022,99.4
08/05/2022,56.29
08/05/2022,329.28
08/05/2022,53.67
08/05/2022,217.4
08/05/2022,188.58
08/05/2022,143.46
08/05/2022,21.74
08/05/2022,526.85
08/05/2022,24.16
08/05/2022,105.39
08/05/2022,363.85
08/05/2022,4.62
08/05/2022,84.03
08/05/2022,668.37
08/05/2022,275.97
08/05/2022,17.82
08/05/2022,128.41
09/05/2022,528.25
09/05/2022,624.3
09/05/2022,4.03
09/05/2022,39.64
09/05/2022,200.7
09/05/2022,221.25
09/05/2022,174.98
09/05/2022,12.16
09/05/2022,289.87
09/05/2022,3.9
09/05/2022,62.08
09/05/2022,5.24
09/05/2022,155.11
09/05/2022,5.41
09/05/2022,372.24
09/05/2022,32.91
09/05/2022,49.66
09/05/2022,430.38
09/05/2022,4.54
09/05/2022,152.94
09/05/2022,1.35
09/05/2022,50.15
09/05/2022,152.28
09/05/2022,44.86
09/05/2022,41.12
09/05/2022,531.93
09/05/2022,43.02
09/05/2022,48.91
09/05/2022,36.68
09/05/2022,1.8
09/05/2022,445.49
09/05/2022,1.35
09/05/2022,10.98
09/05/2022,11.54
09/05/2022,468.62
09/05/2022,9.32
09/05/2022,455.76
09/05/2022,26.58
09/05/2022,50.06
09/05/2022,338.4
09/05/2022,1.47
09/05/2022,3.3
09/05/2022,10.81
09/05/2022,154.05
09/05/2022,197.09
09/05/2022,5.77
09/05/2022,"1,121.48"
09/05/2022,18.26
09/05/2022,39.65
09/05/2022,259.35
09/05/2022,53.8
09/05/2022,217.4
09/05/2022,168.93
09/05/2022,27.84
10/05/2022,28.35
10/05/2022,929.63
10/05/2022,0.45
10/05/2022,52.62
10/05/2022,16.52
10/05/2022,605.53
10/05/2022,198.1
10/05/2022,0.07
10/05/2022,169.39
10/05/2022,84.82
10/05/2022,1.01
10/05/2022,628.73
10/05/2022,505.83
10/05/2022,72.07
10/05/2022,6.28
10/05/2022,24.25
10/05/2022,88.09
10/05/2022,168.81
10/05/2022,157.67
10/05/2022,431.19
10/05/2022,726.64
10/05/2022,322.03
10/05/2022,73.36
10/05/2022,323.4
10/05/2022,260.88
10/05/2022,1.77
10/05/2022,3.09
10/05/2022,"1,079.10"
10/05/2022,8.67
10/05/2022,126.7
10/05/2022,79.04
10/05/2022,85.98
10/05/2022,1.76
10/05/2022,80.08
10/05/2022,92.11
10/05/2022,364.49
10/05/2022,53.59
10/05/2022,68.05
10/05/2022,494.65
10/05/2022,20.91
10/05/2022,175.43
10/05/2022,63.59
10/05/2022,102.7
10/05/2022,957.1
10/05/2022,372.12
10/05/2022,33.59
10/05/2022,34.65
10/05/2022,75.07
10/05/2022,228.71
10/05/2022,6
10/05/2022,408.23
10/05/2022,359.22
10/05/2022,10.5
10/05/2022,357.24
11/05/2022,775.08
11/05/2022,370.43
11/05/2022,269
11/05/2022,46.87
11/05/2022,69.4
11/05/2022,249.85
11/05/2022,29.22
11/05/2022,395.14
11/05/2022,141
11/05/2022,146.73
11/05/2022,26.14
11/05/2022,18
11/05/2022,113.1
11/05/2022,581.08
11/05/2022,146.8
11/05/2022,61.84
11/05/2022,57.9
11/05/2022,7.69
11/05/2022,963.71
11/05/2022,23.56
11/05/2022,538.99
11/05/2022,36.11
11/05/2022,244.55
11/05/2022,4.84
11/05/2022,188.29
11/05/2022,4.88
11/05/2022,6.47
11/05/2022,26.17
11/05/2022,273.32
11/05/2022,61.88
11/05/2022,115.58
11/05/2022,551.81
11/05/2022,596.63
11/05/2022,12.72
11/05/2022,175.09
11/05/2022,246.01
11/05/2022,256.84
11/05/2022,30.07
11/05/2022,6
11/05/2022,484.41
11/05/2022,592.89
11/05/2022,234.03
11/05/2022,3.51
11/05/2022,211.98
11/05/2022,531.55
11/05/2022,45.74
11/05/2022,123.11
11/05/2022,429.37
11/05/2022,40.89
11/05/2022,30.62
11/05/2022,39.64
11/05/2022,14.12
11/05/2022,46.41
11/05/2022,450.44
12/05/2022,55.06
12/05/2022,252.86
12/05/2022,2.81
12/05/2022,5.72
12/05/2022,110.04
12/05/2022,101.74
12/05/2022,18.12
12/05/2022,645.9
12/05/2022,13.29
12/05/2022,52.13
12/05/2022,56.77
12/05/2022,"1,008.48"
12/05/2022,380.38
12/05/2022,54.53
12/05/2022,250.79
12/05/2022,629.75
12/05/2022,1.69
12/05/2022,101.28
12/05/2022,2.31
12/05/2022,19.28
12/05/2022,312.49
12/05/2022,6.4
12/05/2022,8.2
12/05/2022,"1,172.61"
12/05/2022,91.46
12/05/2022,100.09
12/05/2022,47.69
12/05/2022,29.91
12/05/2022,6.24
12/05/2022,400.24
12/05/2022,83.27
12/05/2022,33.41
12/05/2022,35.34
12/05/2022,87.55
12/05/2022,207.92
12/05/2022,683.64
12/05/2022,29.72
12/05/2022,8
12/05/2022,27.86
12/05/2022,248.37
12/05/2022,148.15
12/05/2022,299.74
12/05/2022,151.47
12/05/2022,63.15
12/05/2022,8.61
12/05/2022,"3,630.01"
12/05/2022,4.54
12/05/2022,6.75
12/05/2022,47.57
12/05/2022,710.49
12/05/2022,63.8
12/05/2022,112.92
12/05/2022,34.14
12/05/2022,224.46
13/05/2022,551.81
13/05/2022,110.53
13/05/2022,237.05
13/05/2022,140.84
13/05/2022,52.6
13/05/2022,58.89
13/05/2022,845.11
13/05/2022,520.97
13/05/2022,497.19
13/05/2022,6.71
13/05/2022,24.97
13/05/2022,69.95
13/05/2022,485.99
13/05/2022,440.47
13/05/2022,288.77
13/05/2022,404.42
13/05/2022,31.32
13/05/2022,295.21
13/05/2022,23.43
13/05/2022,45.89
13/05/2022,56.08
13/05/2022,47.12
13/05/2022,231.25
13/05/2022,260.85
13/05/2022,1.69
13/05/2022,274.83
13/05/2022,44.86
13/05/2022,18
13/05/2022,0.46
13/05/2022,0.28
13/05/2022,"2,621.41"
13/05/2022,35.66
13/05/2022,513.84
13/05/2022,4.4
13/05/2022,41.28
13/05/2022,34.08
13/05/2022,355.73
13/05/2022,16
13/05/2022,769.7
13/05/2022,694.63
13/05/2022,116.94
13/05/2022,96.98
13/05/2022,50.08
13/05/2022,52.95
13/05/2022,96.14
13/05/2022,76.88
13/05/2022,13.77
13/05/2022,77.2
13/05/2022,130.41
13/05/2022,735.75
13/05/2022,105.98
13/05/2022,195.23
13/05/2022,1.33
13/05/2022,92.67
14/05/2022,234.76
14/05/2022,"2,649.02"
14/05/2022,485.09
14/05/2022,215.2
14/05/2022,97.81
14/05/2022,244.77
14/05/2022,306.5
14/05/2022,559.34
14/05/2022,20.09
14/05/2022,10
14/05/2022,167.61
14/05/2022,4.96
14/05/2022,1.93
14/05/2022,212.39
14/05/2022,7.8
14/05/2022,42.6
14/05/2022,32.17
14/05/2022,166.89
14/05/2022,39.09
14/05/2022,49.42
14/05/2022,5.41
14/05/2022,97.81
14/05/2022,256.77
14/05/2022,603.24
14/05/2022,0.35
14/05/2022,8.8
14/05/2022,150.53
14/05/2022,7.2
14/05/2022,66.46
14/05/2022,2.22
14/05/2022,175.49
14/05/2022,6.28
14/05/2022,33.22
14/05/2022,735.75
14/05/2022,2.89
14/05/2022,67.13
14/05/2022,15.55
14/05/2022,12.84
14/05/2022,30.16
14/05/2022,70.35
14/05/2022,122.81
14/05/2022,28.26
14/05/2022,194.92
14/05/2022,507.6
14/05/2022,565.76
14/05/2022,73.11
14/05/2022,196.62
14/05/2022,156.34
14/05/2022,52.95
14/05/2022,528.56
14/05/2022,33.39
14/05/2022,98.45
14/05/2022,413.6
14/05/2022,68.32
14/05/2022,9.84
14/05/2022,"1,287.56"
14/05/2022,14.03
14/05/2022,11.14
14/05/2022,69.5
14/05/2022,114.05
14/05/2022,303.21
14/05/2022,93.8
14/05/2022,353.66
14/05/2022,"1,154.48"
14/05/2022,29.16
14/05/2022,107.59
14/05/2022,30.2
14/05/2022,661.76
14/05/2022,466.38
14/05/2022,312.77
14/05/2022,8
14/05/2022,380.45
14/05/2022,42.94
14/05/2022,947.32
14/05/2022,75.09
14/05/2022,63.72
14/05/2022,90.86
14/05/2022,135.51
14/05/2022,62.31
14/05/2022,114.34
14/05/2022,21.39
14/05/2022,173.53
14/05/2022,2.93
14/05/2022,613.26
14/05/2022,"3,839.36"
14/05/2022,646.02
14/05/2022,95.88
14/05/2022,231.25
14/05/2022,8.07
14/05/2022,146.73
14/05/2022,467.13
14/05/2022,154.1
14/05/2022,121.37
14/05/2022,181.83
14/05/2022,79.54
14/05/2022,3.64
14/05/2022,3.84
14/05/2022,289.06
14/05/2022,112.11
14/05/2022,69.58
14/05/2022,155.94
14/05/2022,282.93
14/05/2022,215.5
14/05/2022,49.9
14/05/2022,63.42
14/05/2022,1.37
14/05/2022,576.28
14/05/2022,"1,076.50"
14/05/2022,6.15
14/05/2022,67.25
14/05/2022,64.49
14/05/2022,594.15
14/05/2022,74.08
14/05/2022,39.01
14/05/2022,13.45
14/05/2022,1.22
14/05/2022,484.43
14/05/2022,105.24
14/05/2022,21.78
14/05/2022,53.8
14/05/2022,4.53
14/05/2022,334.12
14/05/2022,538.63
14/05/2022,592.05
14/05/2022,323.4
14/05/2022,138.69
14/05/2022,125.14
14/05/2022,269.41
14/05/2022,1.27
14/05/2022,164.15
14/05/2022,348.87
14/05/2022,473.01
14/05/2022,14.13
14/05/2022,5.29
14/05/2022,89.5
14/05/2022,195.64
14/05/2022,637.86
14/05/2022,18.71
14/05/2022,423
14/05/2022,195.64
14/05/2022,323.29
14/05/2022,576.28
14/05/2022,1.52
14/05/2022,42.4
14/05/2022,121.22
14/05/2022,648.31
14/05/2022,496.32
14/05/2022,34.36
14/05/2022,2.97
14/05/2022,68.13
14/05/2022,252.27
14/05/2022,105.06
14/05/2022,6.5
14/05/2022,104.28
14/05/2022,115.23
14/05/2022,652.57
14/05/2022,5.54
14/05/2022,6
14/05/2022,57.93
14/05/2022,98.78
14/05/2022,425.17
14/05/2022,2.48
14/05/2022,7.53
14/05/2022,51.53
14/05/2022,"1,234.42"
14/05/2022,598.69
14/05/2022,338.52
14/05/2022,143.16
14/05/2022,75.15
14/05/2022,430.01
14/05/2022,39.71
14/05/2022,500.49
14/05/2022,59.62
14/05/2022,57.26
14/05/2022,25.06
14/05/2022,37.62
14/05/2022,489.88
14/05/2022,51.47
14/05/2022,24.35
14/05/2022,861.2
14/05/2022,49.55
14/05/2022,2.58
14/05/2022,125.78
14/05/2022,471.47
14/05/2022,121.23
14/05/2022,27.93
14/05/2022,60.07
14/05/2022,129.32
14/05/2022,35.76
14/05/2022,906.57
14/05/2022,34.27
14/05/2022,23.76
14/05/2022,"2,798.45"
14/05/2022,12.02
14/05/2022,23.55
14/05/2022,113.78
15/05/2022,33.02
15/05/2022,449.54
15/05/2022,244.58
15/05/2022,367.8
15/05/2022,118.53
15/05/2022,38.34
15/05/2022,173.53
15/05/2022,93.8
15/05/2022,651.28
15/05/2022,39.23
15/05/2022,233.13
15/05/2022,478.95
15/05/2022,8
15/05/2022,85.76
15/05/2022,59.59
15/05/2022,"2,739.42"
15/05/2022,469.63
15/05/2022,101.02
15/05/2022,43.5
15/05/2022,12.11
15/05/2022,272.89
15/05/2022,5.63
15/05/2022,84.21
15/05/2022,495.12
15/05/2022,124.68
15/05/2022,48.05
15/05/2022,262.79
15/05/2022,359.22
15/05/2022,284.52
15/05/2022,52.63
15/05/2022,210.23
15/05/2022,54.63
15/05/2022,275.14
15/05/2022,52.85
15/05/2022,58.8
15/05/2022,65.18
15/05/2022,3.7
15/05/2022,35.71
15/05/2022,189.58
15/05/2022,173.44
15/05/2022,133.34
15/05/2022,538.23
15/05/2022,546.91
15/05/2022,81.33
15/05/2022,176.64
15/05/2022,404.99
15/05/2022,216.28
15/05/2022,4.93
15/05/2022,9.06
15/05/2022,43.25
15/05/2022,191.15
15/05/2022,155.94
15/05/2022,565.94
15/05/2022,167.02
16/05/2022,1.97
16/05/2022,129.26
16/05/2022,8.25
16/05/2022,6.3
16/05/2022,4
16/05/2022,491.99
16/05/2022,447.47
16/05/2022,103.27
16/05/2022,49.64
16/05/2022,254.52
16/05/2022,868.56
16/05/2022,357.81
16/05/2022,5.75
16/05/2022,27.69
16/05/2022,"2,332.04"
16/05/2022,543.29
16/05/2022,24.3
16/05/2022,689.51
16/05/2022,20.2
16/05/2022,497.19
16/05/2022,18.58
16/05/2022,166.15
16/05/2022,144.53
16/05/2022,59.4
16/05/2022,12.6
16/05/2022,43.19
16/05/2022,14.64
16/05/2022,43.44
16/05/2022,6.99
16/05/2022,0.65
16/05/2022,44.1
16/05/2022,47.69
16/05/2022,329.06
16/05/2022,159.56
16/05/2022,34.08
16/05/2022,366.6
16/05/2022,2.5
16/05/2022,67.77
16/05/2022,171.23
16/05/2022,16.26
16/05/2022,70.12
16/05/2022,914.31
16/05/2022,199.64
16/05/2022,3.28
16/05/2022,"2,087.80"
16/05/2022,29.02
16/05/2022,438.74
16/05/2022,154.1
16/05/2022,5.63
16/05/2022,323.51
16/05/2022,43.6
16/05/2022,35.12
16/05/2022,691.53
16/05/2022,11.74
17/05/2022,63.1
17/05/2022,16.11
17/05/2022,882.9
17/05/2022,"3,811.18"
17/05/2022,1.58
17/05/2022,360.81
17/05/2022,32.56
17/05/2022,265.5
17/05/2022,447.47
17/05/2022,8
17/05/2022,686.73
17/05/2022,7.04
17/05/2022,3.72
17/05/2022,87.39
17/05/2022,7.1
17/05/2022,498.22
17/05/2022,645.9
17/05/2022,39.73
17/05/2022,32.17
17/05/2022,19.93
17/05/2022,10.82
17/05/2022,984.84
17/05/2022,193.99
17/05/2022,8.4
17/05/2022,26.73
17/05/2022,101.88
17/05/2022,46.73
17/05/2022,561.87
17/05/2022,123.32
17/05/2022,105.95
17/05/2022,289.84
17/05/2022,88.09
17/05/2022,162.97
17/05/2022,14.43
17/05/2022,146.24
17/05/2022,105.96
17/05/2022,46.86
17/05/2022,322.51
17/05/2022,396.19
17/05/2022,5.28
17/05/2022,172.43
17/05/2022,7.88
17/05/2022,16.05
17/05/2022,11.16
17/05/2022,80
17/05/2022,121.37
17/05/2022,5.85
17/05/2022,581.31
17/05/2022,0.34
17/05/2022,27.14
17/05/2022,166.88
17/05/2022,275.56
17/05/2022,40.83
17/05/2022,9
18/05/2022,37.25
18/05/2022,97.89
18/05/2022,1.2
18/05/2022,363.85
18/05/2022,141.26
18/05/2022,122.26
18/05/2022,43.72
18/05/2022,129.97
18/05/2022,222.23
18/05/2022,51.83
18/05/2022,208.24
18/05/2022,10.46
18/05/2022,10.58
18/05/2022,157.67
18/05/2022,2.16
18/05/2022,51.63
18/05/2022,359.46
18/05/2022,234.36
18/05/2022,2.63
18/05/2022,30.36
18/05/2022,278.43
18/05/2022,11.52
18/05/2022,161.62
18/05/2022,43.85
18/05/2022,31.68
18/05/2022,710.49
18/05/2022,4.5
18/05/2022,66.22
18/05/2022,27.24
18/05/2022,158.05
